date,source,currency,revenue_wei,revenue_eth,event_count,duration_seconds,reported_renewal_cost_wei,renewal_overstatement_wei,coverage
2019-02-28,registration_combined_legacy,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-02-28,registration_premium,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-02-28,renewal,ETH,0,0.000000000000000000,0,0,0,0,complete_day
2019-03-01,registration_base,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-01,registration_combined_legacy,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-01,registration_premium,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-01,renewal,ETH,0,0.000000000000000000,0,0,0,0,complete_day
2019-03-02,registration_base,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-02,registration_combined_legacy,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-02,registration_premium,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-02,renewal,ETH,0,0.000000000000000000,0,0,0,0,complete_day
2019-03-03,registration_base,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-03,registration_combined_legacy,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-03,registration_premium,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-03,renewal,ETH,0,0.000000000000000000,0,0,0,0,complete_day
2019-03-04,registration_base,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-04,registration_combined_legacy,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-04,registration_premium,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-04,renewal,ETH,0,0.000000000000000000,0,0,0,0,complete_day
2019-03-05,registration_base,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-05,registration_combined_legacy,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-05,registration_premium,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-05,renewal,ETH,0,0.000000000000000000,0,0,0,0,complete_day
2019-03-06,registration_base,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-06,registration_combined_legacy,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-06,registration_premium,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-06,renewal,ETH,0,0.000000000000000000,0,0,0,0,complete_day
2019-03-07,registration_base,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-07,registration_combined_legacy,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-07,registration_premium,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-07,renewal,ETH,0,0.000000000000000000,0,0,0,0,complete_day
2019-03-08,registration_base,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-08,registration_combined_legacy,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-08,registration_premium,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-08,renewal,ETH,0,0.000000000000000000,0,0,0,0,complete_day
2019-03-09,registration_base,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-09,registration_combined_legacy,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-09,registration_premium,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-09,renewal,ETH,0,0.000000000000000000,0,0,0,0,complete_day
2019-03-10,registration_base,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-10,registration_combined_legacy,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-10,registration_premium,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-10,renewal,ETH,0,0.000000000000000000,0,0,0,0,complete_day
2019-03-11,registration_base,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-11,registration_combined_legacy,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-11,registration_premium,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-11,renewal,ETH,0,0.000000000000000000,0,0,0,0,complete_day
2019-03-12,registration_base,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-12,registration_combined_legacy,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-12,registration_premium,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-12,renewal,ETH,0,0.000000000000000000,0,0,0,0,complete_day
2019-03-13,registration_base,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-13,registration_combined_legacy,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-13,registration_premium,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-13,renewal,ETH,0,0.000000000000000000,0,0,0,0,complete_day
2019-03-14,registration_base,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-14,registration_combined_legacy,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-14,registration_premium,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-14,renewal,ETH,0,0.000000000000000000,0,0,0,0,complete_day
2019-03-15,registration_base,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-15,registration_combined_legacy,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-15,registration_premium,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-15,renewal,ETH,0,0.000000000000000000,0,0,0,0,complete_day
2019-03-16,registration_base,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-16,registration_combined_legacy,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-16,registration_premium,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-16,renewal,ETH,0,0.000000000000000000,0,0,0,0,complete_day
2019-03-17,registration_base,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-17,registration_combined_legacy,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-17,registration_premium,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-17,renewal,ETH,0,0.000000000000000000,0,0,0,0,complete_day
2019-03-18,registration_base,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-18,registration_combined_legacy,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-18,registration_premium,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-18,renewal,ETH,0,0.000000000000000000,0,0,0,0,complete_day
2019-03-19,registration_base,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-19,registration_combined_legacy,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-19,registration_premium,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-19,renewal,ETH,0,0.000000000000000000,0,0,0,0,complete_day
2019-03-20,registration_base,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-20,registration_combined_legacy,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-20,registration_premium,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-20,renewal,ETH,0,0.000000000000000000,0,0,0,0,complete_day
2019-03-21,registration_base,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-21,registration_combined_legacy,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-21,registration_premium,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-21,renewal,ETH,0,0.000000000000000000,0,0,0,0,complete_day
2019-03-22,registration_base,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-22,registration_combined_legacy,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-22,registration_premium,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-22,renewal,ETH,0,0.000000000000000000,0,0,0,0,complete_day
2019-03-23,registration_base,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-23,registration_combined_legacy,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-23,registration_premium,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-23,renewal,ETH,0,0.000000000000000000,0,0,0,0,complete_day
2019-03-24,registration_base,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-24,registration_combined_legacy,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-24,registration_premium,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-24,renewal,ETH,0,0.000000000000000000,0,0,0,0,complete_day
2019-03-25,registration_base,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-25,registration_combined_legacy,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-25,registration_premium,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-25,renewal,ETH,0,0.000000000000000000,0,0,0,0,complete_day
2019-03-26,registration_base,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-26,registration_combined_legacy,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-26,registration_premium,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-26,renewal,ETH,0,0.000000000000000000,0,0,0,0,complete_day
2019-03-27,registration_base,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-27,registration_combined_legacy,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-27,registration_premium,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-27,renewal,ETH,0,0.000000000000000000,0,0,0,0,complete_day
2019-03-28,registration_base,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-28,registration_combined_legacy,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-28,registration_premium,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-28,renewal,ETH,0,0.000000000000000000,0,0,0,0,complete_day
2019-03-29,registration_base,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-29,registration_combined_legacy,ETH,0,0.000000000000000000,0,0,,,complete_day
2019-03-29,registration_premium,ETH,0,0.000000000000000000,0,0,,,complete_day
