date,registration_count,registration_duration_seconds,renewal_count,renewal_duration_seconds
2020-12-19,158,9056845224,61,2461442256
2020-12-20,160,8804401920,26,6532289712
2020-12-21,189,9056849112,121,5143783176
2020-12-22,218,14673989160,69,5175340128
2020-12-23,158,9561761640,19,1483176744
2020-12-24,139,8047027944,61,3376593864
2020-12-25,85,9119970792,135,12180983472
2020-12-26,146,8065958874,40,1861860168
2020-12-27,143,6563852496,95,4386416976
2020-12-28,110,6185165832,109,5617138104
2020-12-29,168,10792493784,45,1893417120
2020-12-30,127,10540059552,36,2587679784
2020-12-31,120,8047039608,54,4291745472
2021-01-01,106,5585586984,27,1514733696
2021-01-02,175,10760929704,98,4449530232
2021-01-03,118,7668344520,170,13127692032
2021-01-04,87,4859771256,76,3629068914
2021-01-05,115,6248281032,182,9356654400
2021-01-06,146,6500732112,203,9624870360
2021-01-07,167,10887153624,36,3928727880
2021-01-08,113,9088408008,168,9381882450
2021-01-09,208,10729380528,179,7826133168
2021-01-10,132,7573693104,296,17514108360
2021-01-11,77,7668352944,45,6942529440
2021-01-12,162,9025290216,571,22861433723
2021-01-13,256,16693645104,128,6153605640
2021-01-14,221,14137522272,160,7983910152
2021-01-15,205,11707639560,90,7147650924
2021-01-16,247,24366813320,88,8204812056
2021-01-17,175,12212548200,115,5617137456
2021-01-18,211,18650163168,27,1546290648
2021-01-19,146,9877329864,17,1555759029
2021-01-20,197,14815990260,23,2587673952
2021-01-21,140,9719547048,68,7542117360
2021-01-22,137,7731455184,18,1009823760
2021-01-23,165,10129791312,20,1325391984
2021-01-24,417,19880897256,80,6185162592
2021-01-25,213,16693628904,83,6090491736
2021-01-26,238,14800229280,126,6027381072
2021-01-27,234,18555494904,59,3187252152
2021-01-28,257,15999379200,150,6595405560
2021-01-29,235,17230095792,23,1830303216
2021-01-30,273,25119357768,33,2587670064
2021-01-31,191,16314959088,77,4843992132
2021-02-01,207,14894929944,57,5175347904
2021-02-02,173,9593321832,24,1998457272
2021-02-03,148,13064591088,94,5869593072
2021-02-04,126,13062580648,73,3755279880
2021-02-05,98,7889242536,36,5175372528
2021-02-06,156,13033022472,33,4354859376
2021-02-07,214,19170833220,28,2145872736
2021-02-08,132,10350681552,75,4291745472
2021-02-09,207,17450995752,35,3439708416
2021-02-10,137,13348614024,28,2051201880
2021-02-11,155,14579324784,102,7163431344
2021-02-12,291,32913931392,25,3092581296
2021-02-13,221,18082160064,87,9025288920
2021-02-14,254,26886542544,41,7857681048
2021-02-15,283,22342322664,36,4765078800
2021-02-16,334,28981933228,68,6595410096
2021-02-17,295,25223482101,49,4985956512
2021-02-18,245,24248378764,55,5364703872
2021-02-19,175,14768658720,36,6342948648
2021-02-20,205,21080093832,27,2051205120
2021-02-21,279,30578674608,423,20847960488
2021-02-22,213,24522183864,13,2398328352
2021-02-23,81,8520380928,12,1861860168
2021-02-24,261,31209850152,48,7258098960
2021-02-25,303,35321733955,90,9530205984
2021-02-26,256,28054154304,98,6721630776
2021-02-27,457,52826362272,71,9498642552
2021-02-28,357,33639736752,38,4607318232
2021-03-01,395,35722472256,163,13632603912
2021-03-02,387,33504040562,201,18050586264
2021-03-03,360,34914657700,29,5238454680
2021-03-04,564,48162252542,210,18050576544
2021-03-05,393,36890076888,37,3635360870
2021-03-06,514,55224673128,129,20291120136
2021-03-07,483,60778703160,13,2682341568
2021-03-08,424,47272340016,129,29442636216
2021-03-09,359,40045790880,92,7889238648
2021-03-10,440,45694467792,26,3439709712
2021-03-11,448,52794806616,339,207518508360
2021-03-12,366,46830523896,38,4670441856
2021-03-13,410,51942749472,16,3061024344
2021-03-14,547,66272782759,80,16851418200
2021-03-15,359,42349436064,37,10571580216
2021-03-16,336,36826970112,12,1514733696
2021-03-17,209,23604611112,41,5838036120
2021-03-18,370,45315764064,65,9151522560
2021-03-19,282,37963025568,66,4954452480
2021-03-20,313,33671272968,43,4670442504
2021-03-21,365,43990420248,31,4228631568
2021-03-22,188,24077960856,36,5364686376
2021-03-23,272,39383094888,66,4891340520
2021-03-24,292,35059776912,37,3913063344
2021-03-25,248,32188104000,91,6879416184
2021-03-26,200,26665660728,31,3723727464
2021-03-27,264,36227395152,335,35470021176
2021-03-28,246,32693010696,97,9798434892
2021-03-29,216,21774319560,55,4354859376
2021-03-30,327,39446209440,74,8930617416
2021-03-31,277,30802770007,15,3408150816
2021-04-01,263,32377444416,43,3692182824
2021-04-02,279,31493853648,18,3502823616
2021-04-03,259,42570328248,78,7889238000
2021-04-04,478,48503038464,86,9593326368
2021-04-05,507,56392342560,186,17419437504
2021-04-06,268,39603988368,64,8678175408
2021-04-07,222,29300642892,717,84383289648
2021-04-08,311,44716217184,806,95712241248
2021-04-09,243,31020508440,204,25434840456
2021-04-10,253,36448281504,901,103191251832
2021-04-11,449,53268160248,346,32913902232
2021-04-12,392,42349431528,106,9277752312
2021-04-13,423,45126500976,178,12591223848
2021-04-14,327,37584368712,34,3313479960
2021-04-15,455,48976408944,330,36006482232
2021-04-16,219,25135134948,39,4954447944
2021-04-17,219,28369728360,24,1388505888
2021-04-18,190,28054130328,86,17040754080
2021-04-19,133,18366159024,146,13569494544
2021-04-20,95,18871073496,13,1514743416
2021-04-21,197,32408989704,35,3944621592
2021-04-22,230,34586422632,231,31588508952
2021-04-23,285,41670965484,338,18871057296
2021-04-24,576,69456864960,1440,141690744765
2021-04-25,976,122945916744,644,50301782784
2021-04-26,563,81606297960,667,69677750016
2021-04-27,542,81006699024,368,22121429835
2021-04-28,439,53867734560,396,23751339922
2021-04-29,338,45252691848,794,40512814976
2021-04-30,448,54845996184,1123,57023412264
2021-05-01,521,59058842148,832,51059162592
2021-05-02,626,78103456200,1315,78261318072
2021-05-03,466,52005861432,1247,64429837322
2021-05-04,521,61346760696,482,31052064096
2021-05-05,576,66743005320,227,31525422912
2021-05-06,438,63461048616,957,103349019744
2021-05-07,413,67815926136,44,7794567792
2021-05-08,162,30831144048,324,20732917464
2021-05-09,136,24803771400,17,946708560
2021-05-10,99,28148833584,24,2966353488
2021-05-11,91,19533755232,4,252455616
2021-05-12,80,10887149088,16,3723720336
2021-05-13,155,35627799456,50,4165517664
2021-05-14,242,46893646872,33,3124138248
2021-05-15,226,44526875472,264,27296763480
2021-05-16,336,52551798645,202,13411704600
2021-05-17,209,33702827976,219,20764474416
2021-05-18,217,44369082288,56,6879415536
2021-05-19,105,20701364400,10,1167607224
2021-05-20,234,43453926144,34,4133960712
2021-05-21,310,42381017640,106,10966641917
2021-05-22,394,54972259632,254,11549903400
2021-05-23,298,44116626672,226,26286942312
2021-05-24,363,45789147072,30,3913062048
2021-05-25,471,55366674228,263,16377974928
2021-05-26,449,58727490912,543,25308680688
2021-05-27,566,80154683352,477,26286941664
2021-05-28,453,59390190144,135,11581404624
2021-05-29,599,61977912048,315,16977676464
2021-05-30,659,68510177136,667,44721108837
2021-05-31,544,53110378080,342,17703450072
2021-06-01,639,71855184888,94,12023201304
2021-06-02,528,53394387408,296,15305121720
2021-06-03,524,59942495772,46,4291748064
2021-06-04,601,68036819616,274,17955924480
2021-06-05,840,100808720748,213,18208418328
2021-06-06,1185,132981016464,339,29569127976
2021-06-07,1146,132775891092,267,23541486840
2021-06-08,1102,110875389084,548,78639924384
2021-06-09,1290,129951589896,98,6374510136
2021-06-10,1686,174320616456,140,12401882136
2021-06-11,1120,101518721712,139,11960084808
2021-06-12,1192,108303443496,266,21742739928
2021-06-13,1536,126922068720,390,25750472832
2021-06-14,1283,145133606455,239,16378058088
2021-06-15,1419,144215290080,250,19659982392
2021-06-16,1531,132160535064,97,8678161800
2021-06-17,1590,117390294523,194,9766946628
2021-06-18,1277,109448983101,101,7478997624
2021-06-19,1095,96532749864,375,16251830280
2021-06-20,979,83689054200,307,11297439360
2021-06-21,505,50528996726,51,5427807408
2021-06-22,499,47714116608,20,2272103784
2021-06-23,823,71325030038,55,4544204976
2021-06-24,1045,84288629160,118,13727274120
2021-06-25,812,59516421840,29,4007732904
2021-06-26,1341,92461915368,107,4733542800
2021-06-27,970,78295325060,97,6027377832
2021-06-28,856,84351749544,55,5333124888
2021-06-29,781,74950937431,45,3837325363
2021-06-30,928,91920700485,99,10603136520
2021-07-01,985,87286542840,79,5743366560
2021-07-02,884,70080123186,74,5522479560
2021-07-03,999,91104955416,88,5743365264
2021-07-04,889,82994810328,122,11581401384
2021-07-05,832,55366676172,76,5459352696
2021-07-06,411,42002310888,27,1704054456
2021-07-07,475,52573898880,40,3345036912
2021-07-08,493,49260418272,29,1767189312
2021-07-09,647,55950484320,76,5964264576
2021-07-10,919,74487044404,71,7857681048
2021-07-11,902,66395845800,93,8299478376
2021-07-12,653,64597081392,25,2461442256
2021-07-13,512,58222582272,46,2903239584
2021-07-14,578,66948087924,32,4701992328
2021-07-15,632,65827821312,71,4228650360
2021-07-16,593,61409828592,61,3565960848
2021-07-17,588,55698021576,78,12370325184
2021-07-18,852,91893844224,82,4291755192
2021-07-19,1067,112184970840,131,18460816920
2021-07-20,656,71350269120,75,3976175952
2021-07-21,1105,177492081708,237,17356282344
2021-07-22,1031,93471708672,290,12528109944
2021-07-23,800,86681277260,415,16788298464
2021-07-24,926,85803378408,47,3786837480
2021-07-25,888,78340133988,62,4986001008
2021-07-26,424,45977540760,258,19281297672
2021-07-27,678,68447032128,268,25056219888
2021-07-28,733,76588728984,114,8488822032
2021-07-29,716,75042433152,410,16851412368
2021-07-30,532,49954655016,448,17735007024
2021-07-31,613,58979946528,283,22026752496
2021-08-01,731,65264513717,1310,118749129833
2021-08-02,1080,131737964579,792,51153819192
2021-08-03,755,86150480904,101,12969907272
2021-08-04,696,73622375496,56,8267921424
2021-08-05,653,79965320256,46,6658516872
2021-08-06,838,95586010848,43,19659981096
2021-08-07,738,85456215216,52,6153605640
2021-08-08,870,100954186632,74,6816301632
2021-08-09,761,87538978584,54,4954420512
2021-08-10,728,89463980304,56,8015465808
2021-08-11,749,102181435200,34,9940439880
2021-08-12,846,104106404088,65,5838036120
2021-08-13,914,114425515080,40,5238454032
2021-08-14,809,106946520696,52,4575758040
2021-08-15,839,96627390912,231,22657895424
2021-08-16,692,97226972352,128,8141651712
2021-08-17,616,87696772848,45,9972000072
2021-08-18,986,136150494276,160,10918706688
2021-08-19,1410,153290166443,282,15462906480
2021-08-20,1171,151804718244,148,9656435088
2021-08-21,1073,138282571440,189,16852678534
2021-08-22,1244,149737737240,124,9233564146
2021-08-23,1002,135086172955,51,7573668480
2021-08-24,1366,179032088181,236,28590602400
2021-08-25,3004,425168434244,155,29317386673
2021-08-26,2130,299822630112,160,23922699356
2021-08-27,1449,235257089472,71,9624828456
2021-08-28,1690,210753105876,108,12592801695
2021-08-29,1413,208717692192,348,25318142589
2021-08-30,1237,180568889712,65,11202717960
2021-08-31,1169,170344438560,122,8615363465
2021-09-01,890,144720189000,56,7699896288
2021-09-02,1347,207266071752,71,10697806728
2021-09-03,1810,265646440080,50,8220585996
2021-09-04,1541,233237445192,95,12464996040
2021-09-05,1749,285148633176,60,20180670804
2021-09-06,1159,162833872968,113,19091955960
2021-09-07,824,132633882215,192,24298853040
2021-09-08,817,117360308376,77,15210450864
2021-09-09,842,136957183992,74,9877325976
2021-09-10,1087,187829516468,425,19375968528
2021-09-11,1448,226689384780,143,16535842848
2021-09-12,1313,180979152768,132,19091955960
2021-09-13,1179,171179574762,46,10792477584
2021-09-14,1443,200702241288,192,18460816920
2021-09-15,1132,153903273696,56,5869593072
2021-09-16,984,171132459696,41,3565935576
2021-09-17,1121,147777528270,69,10224452448
2021-09-18,1370,196773539756,115,11644518528
2021-09-19,1428,197798979672,182,17498336364
2021-09-20,870,121683609504,39,8394149232
2021-09-21,798,109818209160,35,5238454032
2021-09-22,1436,186596268192,78,13695717168
2021-09-23,1191,156554038872,87,9751098816
2021-09-24,1263,163086344784,63,6311369448
2021-09-25,2281,277108552297,269,28779940224
2021-09-26,1394,178422997320,211,14610868776
2021-09-27,1214,170091992664,175,9656427312
2021-09-28,1105,166557638016,60,7131877632
2021-09-29,1150,162275323989,251,15336679320
2021-09-30,835,139765746888,105,11166743031
2021-10-01,987,157196246400,65,5617151712
2021-10-02,1121,150711184224,102,11486730528
2021-10-03,1140,151834920768,170,13481131190
2021-10-04,734,103475274120,95,11896970904
2021-10-05,730,117486583488,200,20985375672
2021-10-06,554,104611299120,108,15052666104
2021-10-07,530,108553657248,41,4102403760
2021-10-08,781,148633243920,60,12307215168
2021-10-09,1438,220586263135,280,28211922864
2021-10-10,1309,188994612744,100,12619658800
2021-10-11,1019,147055410576,76,7794567144
2021-10-12,1348,217806106032,233,38815050960
2021-10-13,1244,221214260736,115,11423616624
2021-10-14,901,155757766320,74,11044963008
2021-10-15,790,153682371144,56,10098224640
2021-10-16,1139,189625746600,523,73843268976
2021-10-17,1154,158226559920,174,10865058564
2021-10-18,1132,188426566872,246,18113690448
2021-10-19,1297,205625142000,215,14437305531
2021-10-20,1128,176466489192,251,23068133208
2021-10-21,791,121841372016,43,10224452448
2021-10-22,782,119853304992,210,16756741512
2021-10-23,1151,162676097928,83,10069823379
2021-10-24,724,121620502080,157,14610868776
2021-10-25,945,169113723264,20,2903239584
2021-10-26,601,109565748360,86,12133648044
2021-10-27,309,50648917032,14,3818391840
2021-10-28,509,101708074440,98,10035110736
2021-10-29,605,138724377840,18,5364681840
2021-10-30,503,148159894176,10,1041379416
2021-10-31,426,74853114120,11,4102403760
2021-11-01,535,94576207824,90,10792477584
2021-11-02,1392,280004864904,159,33261033888
2021-11-03,1478,390043953288,202,58977747261
2021-11-04,1113,242578347696,135,35406913104
2021-11-05,1044,213243607743,103,25056219888
2021-11-06,1409,286505576280,257,60841806048
2021-11-07,1451,313013446416,346,54341072640
2021-11-08,2258,440850689424,657,152325412488
2021-11-09,7057,1375600287579,979,230775996456
2021-11-10,7125,1481630708664,527,115056666432
2021-11-11,5717,1105282458936,532,112816105992
2021-11-12,4181,850857615907,177,46704292200
2021-11-13,4420,785594604404,221,44842428792
2021-11-14,4635,871692299396,1158,270487310212
2021-11-15,3738,624399940252,229,47650997520
2021-11-16,3109,558324769232,297,32219683436
2021-11-17,3427,617474890800,313,44053506288
2021-11-18,3406,618995971524,189,38688823152
2021-11-19,4089,740673262296,166,33324302336
2021-11-20,3545,670679925480,303,47871896184
2021-11-21,3080,579795943248,695,60557790888
2021-11-22,1796,353595683448,102,20164896216
2021-11-23,2327,483797783702,100,17293209696
2021-11-24,2111,452182755895,109,23285874880
2021-11-25,2187,456575478213,75,19344425184
2021-11-26,2215,474648129936,205,25498017216
2021-11-27,2654,558133128212,335,33923723400
2021-11-28,2413,513802764000,678,89590186728
2021-11-29,2771,550163990376,133,33387258456
2021-11-30,3223,622050712990,158,32251204944
2021-12-01,2589,536436711288,84,18334589760
2021-12-02,3020,601382517086,152,24491350447
2021-12-03,3430,679229493996,155,32314341528
2021-12-04,2521,488817221472,137,28243496016
2021-12-05,3018,591056278560,167,36385194816
2021-12-06,2372,453189423960,192,18801644961
2021-12-07,3140,610179569970,148,21300942600
2021-12-08,3427,640471139603,1019,180127082016
2021-12-09,3636,681956714154,238,83468138040
2021-12-10,3866,682792126459,179,22973461056
2021-12-11,4657,811165139328,239,46294051824
2021-12-12,5221,802295985992,547,75825050745
2021-12-13,3827,620599097736,374,57938563872
2021-12-14,4130,696089579990,272,33355698264
2021-12-15,3827,614694755728,200,32408992296
2021-12-16,3343,549377419248,111,22752562392
2021-12-17,3538,641524448350,183,29439480520
2021-12-18,4013,643848956867,751,65042037005
2021-12-19,5854,964899214259,499,45089841692
2021-12-20,4629,727456874060,475,58254133392
2021-12-21,4312,638624363918,369,42286315680
2021-12-22,4164,627103211336,140,20701360512
2021-12-23,3427,559694109096,136,15936260760
2021-12-24,3876,624849784826,679,50806692720
2021-12-25,3444,552562269048,128,26223827112
2021-12-26,4055,621073641501,210,28779940224
2021-12-27,3010,456821889920,177,31525395048
2021-12-28,2508,409713358485,96,16630513704
2021-12-29,1824,315068101712,50,13790388024
2021-12-30,2055,368111832552,67,13485232298
2021-12-31,2547,437821134768,377,60485211842
2022-01-01,2896,492351602688,1252,67373639204
2022-01-02,2740,476634017609,127,15178893912
2022-01-03,2599,475405514928,118,18681715584
2022-01-04,2631,460415954088,214,33261030648
2022-01-05,2438,429364036872,408,37899899352
2022-01-06,2289,410571856188,68,17703450072
2022-01-07,2073,340912185912,58,12559666896
2022-01-08,2784,447319820520,217,72170758944
2022-01-09,2220,384521464008,219,40913322480
2022-01-10,1962,320339901276,130,28022573376
2022-01-11,1938,317334869072,238,26318498616
2022-01-12,1993,318841156929,138,24961549032
2022-01-13,2225,402695147656,129,17955883224
2022-01-14,1759,310173290280,81,21206272392
2022-01-15,2690,449213229000,185,18617358168
2022-01-16,2132,385010899805,292,26030986416
2022-01-17,2193,362491579792,119,22342322016
2022-01-18,2373,387330032520,166,23251165468
2022-01-19,2362,369279411480,96,21143157840
2022-01-20,2295,379253983672,103,15532333070
2022-01-21,1600,273188536056,92,14137514496
2022-01-22,1424,236109130416,140,9782655180
2022-01-23,1902,311879753352,269,23162828748
2022-01-24,1888,298623469824,52,10824035184
2022-01-25,1973,294428790432,148,20259563832
2022-01-26,1868,291207560184,105,21805853832
2022-01-27,1686,261638725320,94,14326856208
2022-01-28,1751,262025052120,158,16062495048
2022-01-29,1975,319024834200,138,15715375056
2022-01-30,2084,338069653992,213,24456644280
2022-01-31,2209,378651868992,306,35817140520
2022-02-01,1644,284407046100,116,17419450464
2022-02-02,2027,332484052104,196,22563230400
2022-02-03,2141,322543608984,160,15462906480
2022-02-04,2441,352895121057,231,35438457744
2022-02-05,2898,414693075535,293,28622161942
2022-02-06,3462,505226820312,186,25150891392
2022-02-07,2214,321880921416,356,32756116176
2022-02-08,2796,399069222120,152,19202847089
2022-02-09,2602,354102991517,269,36511393464
2022-02-10,2392,368143411752,109,17545665312
2022-02-11,2523,345012162696,230,27896345568
2022-02-12,2654,385089504696,177,23793941808
2022-02-13,3428,455114370816,587,63492587424
2022-02-14,2722,405711966996,586,69519971736
2022-02-15,2290,335671299720,398,69267509640
2022-02-16,1798,278269208568,266,37426545072
2022-02-17,2156,331158664008,97,12307211280
2022-02-18,2223,294805003680,108,18113690448
2022-02-19,3391,416930348304,265,21080043936
2022-02-20,2579,360127944000,330,31115154672
2022-02-21,1539,211589391024,157,19155069864
2022-02-22,1877,268739005824,93,13853512944
2022-02-23,2529,310520420640,121,16283387232
2022-02-24,1571,223391663208,292,19186626816
2022-02-25,2047,268865131464,121,12685894704
2022-02-26,2216,293006260656,195,27422991288
2022-02-27,3062,397428053040,842,64976198328
2022-02-28,1873,251445809736,701,54057697704
2022-03-01,2248,289598152392,349,35249334408
2022-03-02,2372,280869496228,303,39682867140
2022-03-03,2284,301116452832,204,24993105984
2022-03-04,2502,300327314328,247,26444736792
2022-03-05,3084,320303064744,537,47619440568
2022-03-06,3736,415071745999,869,70119547344
2022-03-07,2842,308248315560,501,33639714072
2022-03-08,2669,270382395917,220,19155073104
2022-03-09,2678,282058424957,505,26918080056
2022-03-10,2998,329580821592,152,15620657760
2022-03-11,2976,312824036232,224,25624245024
2022-03-12,3814,388308260880,395,36416722608
2022-03-13,3276,360979960104,312,32323785933
2022-03-14,2786,331821329112,777,74158838496
2022-03-15,3545,369531920880,369,34049951208
2022-03-16,2416,265804222248,348,47619440568
2022-03-17,2392,261610297495,48,5942174061
2022-03-18,1810,224748628344,79,6784744680
2022-03-19,3306,360727524792,442,35564684904
2022-03-20,3768,382856236503,311,38972837016
2022-03-21,3340,396450017784,254,35596241856
2022-03-22,2743,316898380952,119,14042843640
2022-03-23,3233,366189271733,131,12054755664
2022-03-24,2302,268047183413,291,20322677088
2022-03-25,2256,270313717816,212,18807943392
2022-03-26,3358,356404255865,283,39383076096
2022-03-27,3244,346087532189,364,25087813128
2022-03-28,1870,236550893832,85,13127693976
2022-03-29,1866,233268905160,139,12401882136
2022-03-30,1793,221466705336,111,10161338544
2022-03-31,1765,234606951460,89,13727275416
2022-04-01,1350,168545683872,189,11360503368
2022-04-02,1495,189026150256,104,11894288563
2022-04-03,1765,222413415840,141,11960084808
2022-04-04,1526,187921658232,184,29224243152
2022-04-05,1301,174541514472,127,20701360512
2022-04-06,2197,262718908272,169,14295299256
2022-04-07,2523,280762212312,113,14557221957
2022-04-08,2313,253973303760,237,16504287192
2022-04-09,3866,395534838312,268,31746293712
2022-04-10,3539,375401432088,184,15526022976
2022-04-11,2425,270600867288,166,15746922936
2022-04-12,2185,244755658800,98,10882731112
2022-04-13,2133,256905133056,145,14516199216
2022-04-14,2232,266435359992,212,18492373872
2022-04-15,3438,355586181221,119,14957997840
2022-04-16,3703,369784335888,241,20669804856
2022-04-17,4987,448014069576,212,26634067488
2022-04-18,3360,361421673624,165,16409615040
2022-04-19,4199,413143557912,203,16671537741
2022-04-20,2719,312256010448,209,35470014048
2022-04-21,2721,302031592128,136,19596867192
2022-04-22,4753,496251116768,228,27801674712
2022-04-23,5625,542413962912,194,22657891536
2022-04-24,7023,652658501724,254,26602826105
2022-04-25,5469,487532429567,159,16535842848
2022-04-26,10696,728546655172,188,19943993664
2022-04-27,17628,1348761217411,659,60500989022
2022-04-28,21188,1661139255716,990,69432142247
2022-04-29,12509,951253393398,466,48492490036
2022-04-30,22110,1427511944223,937,64578714595
2022-05-01,20429,1224396963027,904,50375942917
2022-05-02,63723,3115449100198,1100,70386557192
2022-05-03,46857,2414721261882,2378,112181177588
2022-05-04,23615,1645220732281,687,67656557461
2022-05-05,18208,1313986163755,502,53401956538
2022-05-06,16923,1171693940594,968,90497674499
2022-05-07,20587,1313750999752,856,93373873671
2022-05-08,18004,1090462991571,734,67749657049
2022-05-09,9810,589370534956,277,24195979312
2022-05-10,5280,405775807801,208,16847309963
2022-05-11,3056,207787326386,105,9738475387
2022-05-12,899,90159099993,80,6011599355
2022-05-13,3469,273079884650,167,15873146856
2022-05-14,5605,432165966981,313,30734280394
2022-05-15,7207,529089389366,709,51701900325
2022-05-16,6491,501119566103,600,43999227028
2022-05-17,4770,376090761206,278,25200750720
2022-05-18,7216,533822310952,617,29496262073
2022-05-19,6741,494367123405,527,28053656951
2022-05-20,7355,529754863927,412,26935751944
2022-05-21,8745,621287609569,854,50985462841
2022-05-22,8065,610273769690,318,22295996404
2022-05-23,7073,528784026312,281,20989666993
2022-05-24,6733,496287629962,352,20439254769
2022-05-25,7094,430543439167,332,23488900303
2022-05-26,4541,276266846801,373,24603535374
2022-05-27,4629,324914444729,282,20506152222
2022-05-28,7534,481193492749,489,29219847258
2022-05-29,6684,458119074649,410,25748332772
2022-05-30,4731,336401088551,300,18160426279
2022-05-31,3578,269051548438,187,16789182367
2022-06-01,3034,227454176443,371,20327095053
2022-06-02,2535,201090886304,183,15047301411
2022-06-03,2729,226796613500,156,12024019181
2022-06-04,3260,244706182764,363,16325310617
2022-06-05,3542,265175683096,465,23406737985
2022-06-06,3180,266448906416,250,14903824560
2022-06-07,3314,240272668009,253,19752102143
2022-06-08,2293,208086245563,280,18296278967
2022-06-09,3486,285253678408,187,13627108009
2022-06-10,4094,256174813771,221,15619649843
2022-06-11,5117,343932620930,539,42136577923
2022-06-12,3482,251736363491,467,55015919911
2022-06-13,1457,115403203374,116,9065554925
2022-06-14,2574,192289177331,245,14159604353
2022-06-15,3728,214298856737,330,17245631243
2022-06-16,3789,266026735774,474,22628484329
2022-06-17,4091,266803079913,358,24359284580
2022-06-18,4835,304255794746,274,14531155894
2022-06-19,5567,329453415561,422,33934613690
2022-06-20,5006,321655839813,428,19854327597
2022-06-21,3816,246213794234,404,22051556237
2022-06-22,4276,265549392646,400,18737697572
2022-06-23,3422,226332862036,340,10295034958
2022-06-24,4252,256465433824,257,12151241005
2022-06-25,4376,282960580886,463,21007494471
2022-06-26,4659,271573175308,631,36132394699
2022-06-27,4442,279832974301,308,14036677371
2022-06-28,5142,268498304275,488,19665979983
2022-06-29,9795,293615335600,697,20184100016
2022-06-30,7034,287947252306,379,16342812085
2022-07-01,11384,498691792329,787,35865093905
2022-07-02,11042,537660853681,1325,54857318195
2022-07-03,29727,807483379496,1618,70034166179
2022-07-04,34357,1164963585435,1468,52616845697
2022-07-05,22883,862012189254,1289,42688700900
2022-07-06,18964,841102540428,1110,45511304095
2022-07-07,12576,634781498362,649,34689799748
2022-07-08,11103,551755304507,552,27006812961
2022-07-09,11597,584908770422,1047,35579140228
2022-07-10,11103,544531993084,872,32571353710
2022-07-11,7338,375368693685,1282,46918437545
2022-07-12,8707,455834896234,420,25846828777
2022-07-13,9350,491880685710,750,22731627291
2022-07-14,9264,475478431997,657,37503960556
2022-07-15,7977,435669145662,492,25234496709
2022-07-16,9320,458071253923,624,29980477073
2022-07-17,7772,396277836613,545,26930548144
2022-07-18,6162,387827768317,789,34970835813
2022-07-19,8420,545714794972,475,26978902142
2022-07-20,8762,550922652689,602,24154719898
2022-07-21,12802,729451306266,797,38415498846
2022-07-22,12677,654786608815,512,25525913478
2022-07-23,12074,612581504072,720,35322038880
2022-07-24,20977,724886872891,836,34642983825
2022-07-25,9137,460746943692,1027,52399376340
2022-07-26,7319,372251627793,428,25705598773
2022-07-27,9851,492443705671,805,41748242425
2022-07-28,7524,411294135980,528,29896729540
2022-07-29,8690,463689051843,885,41011805254
2022-07-30,9882,488635454548,1019,51526402292
2022-07-31,10063,508834483387,897,51718327799
2022-08-01,7885,425040534582,1013,53688656536
2022-08-02,9009,471465713707,694,31828751989
2022-08-03,9466,505929912960,1728,63004144949
2022-08-04,9527,517597808662,772,34694322931
2022-08-05,9000,493226767673,528,27641156329
2022-08-06,11441,526858055085,957,44011278911
2022-08-07,9433,484707218655,612,27289745938
2022-08-08,6486,373198480844,567,40750489289
2022-08-09,6781,346969768374,591,34899751845
2022-08-10,6425,313608805222,479,22905178689
2022-08-11,5388,332023031087,535,24568566090
2022-08-12,7354,402831531334,810,30101511926
2022-08-13,9355,446751342570,836,41154687278
2022-08-14,9538,443531295356,1165,46470366525
2022-08-15,5713,307335901788,647,28529202241
2022-08-16,9295,431898336164,664,29597149756
2022-08-17,8954,435834193459,1085,32764552992
2022-08-18,8908,436771504042,917,30687163673
2022-08-19,8676,388229274802,793,28092333533
2022-08-20,13443,464456141063,1316,35822045316
2022-08-21,17269,573698875753,1310,35926697671
2022-08-22,12511,446156003049,1503,32141476090
2022-08-23,12304,462052092713,826,30748239558
2022-08-24,14510,502670010151,1490,48055076385
2022-08-25,9850,406957478783,1150,43088240048
2022-08-26,10401,382097296569,978,25290999780
2022-08-27,10182,371126333373,1718,40851950130
2022-08-28,13568,454333295469,1998,55259981553
2022-08-29,11789,425386878925,1164,37639776578
2022-08-30,8926,383523968998,1556,50657152190
2022-08-31,8306,332142072848,1062,62910257312
2022-09-01,5826,285038913966,912,37390815573
2022-09-02,8998,410837671365,991,37699393750
2022-09-03,10847,415144761231,1127,34729393025
2022-09-04,10775,422391333851,1807,59400044839
2022-09-05,11533,485845969329,2373,80525168898
2022-09-06,22275,667310297124,2705,77302811068
2022-09-07,19577,587356712524,1655,49591579208
2022-09-08,13802,572031724867,1759,51095480911
2022-09-09,22615,776493226144,1672,128548201700
2022-09-10,43211,1036662438244,2269,74730938960
2022-09-11,28424,756171355030,1414,43765181470
2022-09-12,12605,435463848989,920,35704265637
2022-09-13,9569,378720888678,820,30573503602
2022-09-14,9900,387083669963,1179,40934513900
2022-09-15,8599,392995842450,837,32830133922
2022-09-16,11208,436780570976,1152,48703708318
2022-09-17,15789,518077107780,1344,31848493047
2022-09-18,11499,377822783407,2070,57963381715
2022-09-19,16410,371740781835,2397,65384136588
2022-09-20,11627,360719637420,1307,41871833034
2022-09-21,9067,352120708591,1055,32353790484
2022-09-22,10083,399097187447,1743,51366744239
